CustomerID,TotalPurchase,PurchaseFrequency,Quantity,InvoiceYear,InvoiceMonth,InvoiceDay,InvoiceDayOfWeek,InvoiceDayOfYear,Cluster,PC1,PC2
12531.0,125.22,17,45,2011,11,25,4,329,1,0.25447638388340266,-0.9057899283064021
12532.0,349.83000000000004,16,153,2011,11,9,2,313,1,0.6199608846611265,-0.9402140918393549
12534.0,1089.18,63,651,2011,8,1,0,213,1,0.16709615650128812,-0.25472948515273264
12535.0,716.35,34,219,2011,6,6,0,157,0,-0.5103098253787133,-0.0026944772996496296
12536.0,4106.82,273,2652,2011,10,11,1,284,1,0.9142670317389955,0.21154691049281577
12538.0,363.95,21,191,2011,11,10,3,314,1,0.6130267035368927,-0.9397874772445934
12539.0,3852.5,274,2066,2011,1,10,0,10,0,-1.3083098142319411,1.6773299301468638
12540.0,13309.039999999999,481,6677,2010,12,13,0,347,3,3.3295789244505127,0.8677963569131579
12541.0,981.18,52,680,2011,3,4,4,63,0,-1.1091216607464434,0.5238671271085357
12544.0,355.7,20,132,2011,11,3,3,307,1,0.767626233520027,-0.9918395244722126
12545.0,1000.39,50,523,2011,3,25,4,84,0,-1.600852813850136,0.6326934984413627
12546.0,1141.5,70,617,2011,9,23,4,266,1,-0.05279598070622655,-0.35763323876068237
12547.0,207.79999999999998,8,134,2011,3,4,4,63,0,-1.2234453221650812,0.33918608539062434
12548.0,95.19999999999999,5,49,2011,6,26,6,177,1,-0.990468417375589,-0.10079604879768264
12550.0,964.83,57,569,2011,9,21,2,264,1,-0.0459954794585636,-0.3697774081593721
12551.0,168.0,10,100,2010,12,17,4,351,3,1.8121116413013412,-1.5674399031457726
12552.0,437.82,20,88,2011,10,31,0,304,1,-0.13991740112655332,-0.5897646019230708
12553.0,3652.25,196,1924,2011,1,14,4,14,0,-1.4743828051609347,1.4722990261145776
12556.0,603.71,121,358,2011,7,11,0,192,1,-0.2805520692073451,0.005023112890240178
12557.0,11990.960000000001,33,4384,2010,12,3,4,337,3,2.8864551879829894,-0.3352991932773597
12558.0,1.0658141036401503e-14,22,0,2011,12,2,4,336,1,1.0199515888150765,-1.222554146117091
12559.0,536.21,22,281,2011,1,24,0,24,0,-2.1520625230123374,0.9360436260252477
12560.0,2101.39,111,1078,2011,7,19,1,200,1,-0.3630978409382004,0.2023989968274406
12561.0,238.85,16,177,2011,2,10,3,41,0,-1.5889903554477147,0.5789892081352349
12562.0,3781.7400000000002,168,1779,2011,5,25,2,145,0,-0.807873516828147,0.8459944024240769
12564.0,456.9,21,133,2011,3,23,2,82,0,-1.6483590192767354,0.5309728564997391
12565.0,131.17,10,75,2011,2,24,3,55,0,-1.9263650831566228,0.6364913320198241
12566.0,346.7,20,264,2011,9,14,2,257,1,0.029241288923728733,-0.5479614302088892
12567.0,9114.94,463,4089,2010,12,5,6,339,3,3.2066533031729527,0.09641001072852927
12569.0,4064.9900000000002,191,1793,2011,4,1,4,91,0,-0.44981802573269314,0.8870461469168385
12571.0,519.61,34,523,2011,8,10,2,222,1,-0.08617470488798383,-0.33603418253623335
12572.0,1004.72,62,450,2011,10,19,2,292,1,0.2409696946104383,-0.5552048655217162
12573.0,160.54000000000002,28,84,2011,4,26,1,116,0,-1.484705554092196,0.38161325734585944
12574.0,218.45,11,61,2011,1,28,4,28,0,-2.2530860225672105,0.820388931397935
12576.0,1306.98,89,964,2011,2,8,1,39,0,-1.3841746910058965,0.8830518462517382
12577.0,595.4,148,466,2010,12,15,2,349,3,2.037318189896969,-1.251823975918163
12578.0,2753.36,120,1171,2011,1,5,2,5,0,-1.4517580905059537,1.1871134867954178
12579.0,410.72,31,278,2011,9,22,3,265,1,-0.13066077263243062,-0.49450195189604534
12580.0,415.7,24,238,2011,4,7,3,97,0,-1.0206503334461832,0.2552929867885766
12581.0,197.71,15,161,2011,10,31,0,304,1,-0.1496769420688831,-0.6050247886324298
12582.0,511.36,22,300,2011,2,24,3,55,0,-1.8837722624766324,0.7069337786378046
12583.0,7187.34,251,5009,2010,12,1,2,335,3,3.021214416602078,-0.20811455444155635
12584.0,1893.95,126,354,2011,3,4,4,63,0,-1.0139716421099012,0.6634234688013414
12585.0,1982.81,97,1258,2010,12,23,3,357,3,1.9097234875502906,-1.1183398664213406
12586.0,179.94000000000003,12,77,2010,12,6,0,340,3,2.0354251848427842,-1.557686437396302
12587.0,144.0,4,51,2011,12,2,4,336,1,1.0086972338657465,-1.2356269879033328
12588.0,214.89999999999998,10,53,2011,10,31,0,304,1,-0.16176426327337934,-0.6244405296127338
12589.0,646.68,35,306,2011,7,18,0,199,1,-0.5381326739603594,-0.09157650490403797
12590.0,9861.38,70,4279,2011,5,12,3,132,0,-0.21824109473801157,1.2854548887014297
12591.0,452.84999999999997,26,228,2011,1,26,2,26,0,-2.185369316891841,0.9049328322739455
12592.0,437.6,18,290,2011,5,10,1,130,0,-0.864099438324063,0.1399960907850782
12593.0,418.09999999999997,21,206,2011,5,5,3,125,0,-0.7382372489850396,0.0648693231321823
12594.0,3320.2200000000003,119,1776,2011,1,21,4,21,0,-1.7424090405160022,1.3539797438604806
12596.0,618.27,27,474,2011,4,11,0,101,0,-1.107304215408077,0.3826699109753088
12597.0,3683.13,214,2187,2011,3,16,2,75,0,-1.0158189681072534,1.2472054812203823
12598.0,3002.68,133,1940,2011,2,28,0,59,0,-1.670894548124147,1.3208712691159772
12599.0,1032.58,62,956,2011,2,8,1,39,0,-1.4251062423219736,0.8211702976973281
12600.0,2581.04,65,773,2010,12,3,4,337,3,2.3286604272693188,-1.3282040119869714
12601.0,569.5600000000001,29,244,2011,1,11,1,11,0,-1.8411453083456724,0.8460954991031086
12602.0,153.12,12,162,2011,10,12,2,285,1,0.2940696609003241,-0.7674422566427557
12603.0,739.1999999999999,3,64,2011,11,18,4,322,1,0.42317029953148577,-0.9282370109924427
12604.0,254.18,16,201,2011,3,23,2,82,0,-1.657043867762819,0.517598384571444
12605.0,-7.5,3,-4,2010,12,9,3,343,3,1.9663073535275613,-1.6324386289334076
12607.0,3.552713678800501e-15,202,0,2011,10,10,0,283,1,0.5203516000316271,-0.4694170813370811
12609.0,1126.85,60,648,2011,1,25,1,25,0,-2.078725634158047,1.0653408433713087
12610.0,2057.99,111,1028,2011,8,5,4,217,1,0.21979263360832912,-0.12205199173429127
12611.0,1193.32,65,846,2011,10,18,1,291,1,0.29322800107748814,-0.47883098646033617
12612.0,643.59,21,251,2011,9,26,0,269,1,-0.24810243351021033,-0.4164765799739757
12613.0,3218.98,163,1596,2011,3,22,1,81,0,-1.2736761611790248,1.1224949783258429
12614.0,315.6,20,76,2011,3,7,0,66,0,-1.3075816081726237,0.45309250371918597
12615.0,2291.19,105,1376,2011,6,24,4,175,1,-0.6773334056068613,0.3837038842704937
12616.0,657.25,36,273,2011,2,15,1,46,0,-1.6734292036619534,0.7183461490101107
12617.0,355.53,42,213,2011,11,10,3,314,1,0.6375648050209726,-0.9044688039341814
12618.0,177.31,11,96,2011,11,18,4,322,1,0.41307125428437064,-0.9489296532686171
12619.0,3214.81,95,3354,2011,3,31,3,90,0,-1.4240336482619484,1.2371071781286491
12620.0,1339.41,92,1181,2011,5,19,3,139,0,-0.879689100116724,0.4383306906752189
12621.0,13612.07,474,7404,2010,12,9,3,343,3,3.494668081859925,0.8800218719444763
12622.0,180.1,11,69,2011,4,21,3,111,0,-1.3750790205367298,0.2854129500484455
12623.0,305.1,18,191,2011,3,8,1,67,0,-1.3181330176124477,0.4497903338126885
12624.0,641.13,38,355,2011,6,15,2,166,0,-0.6907116183964133,0.031846610034714125
12625.0,2614.32,91,1577,2011,1,24,0,24,0,-1.911066070648448,1.3342171023874876
12626.0,6388.35,307,3350,2011,1,17,0,17,0,-1.2509364928077256,2.0902738676891004
12627.0,4478.53,230,2752,2011,7,22,4,203,1,-0.07674648540207596,0.7051682589570373
12628.0,769.61,43,445,2011,10,6,3,279,1,0.5149460032442521,-0.700381469491439
12630.0,1270.88,64,548,2011,10,27,3,300,1,0.08421559813138596,-0.49284764239123857
12631.0,640.5,31,236,2011,10,13,3,286,1,0.32292091605760503,-0.7093412870314874
12633.0,2140.63,103,1149,2011,2,25,4,56,0,-1.691494078068144,1.0293694780045324
12635.0,1689.18,101,1172,2011,7,8,4,189,1,-0.11030178536171382,0.045612533362472264
12637.0,5953.25,394,2990,2011,1,20,3,20,0,-1.2409240409270907,2.11880015170632
12638.0,671.69,39,577,2011,11,6,6,310,1,0.7835267635699524,-0.9274558327375307
12639.0,486.1,22,201,2011,4,15,4,105,0,-1.198178164450708,0.28259697792057575
12640.0,1174.58,53,311,2011,9,19,0,262,1,-0.02856307867733002,-0.3666633497734081
12641.0,185.9,10,72,2011,8,16,1,228,1,-0.2997596611237619,-0.392946698341611
12642.0,1013.26,47,552,2011,8,24,2,236,1,-0.3710753380781636,-0.19336508604854682
12643.0,3344.64,24,1808,2011,1,11,1,11,0,-1.638599381924323,1.2042769755742742
12644.0,477.91,31,325,2011,8,2,1,214,1,0.07127496988193192,-0.39683592826000547
12645.0,1755.38,74,1072,2011,1,27,3,27,0,-2.0424767902881644,1.1528645323776718
12646.0,1346.97,45,897,2011,10,21,4,294,1,0.23344004321013836,-0.5330681770752627
12647.0,3669.92,128,1420,2010,12,5,6,339,3,2.4516052229989667,-1.106497966763127
12648.0,318.05,21,160,2011,7,8,4,189,1,-0.3181243011396497,-0.2901103736332583
12649.0,603.71,33,574,2010,12,9,3,343,3,2.061056850978603,-1.476933587732119
12650.0,314.44,20,254,2011,12,6,1,340,1,0.9331289775659,-1.0936126873707055
12651.0,114.0,9,78,2011,1,9,6,9,0,-1.8094155766613027,0.6574727900131689
12652.0,914.53,51,502,2011,1,12,2,12,0,-1.802103747172418,0.9210501865035152
12653.0,2209.85,43,919,2011,2,16,2,47,0,-1.579941044455364,0.894636197471105
12654.0,601.98,38,264,2011,2,17,3,48,0,-1.7049891410167461,0.6910614935864834
12656.0,3982.72,130,1708,2011,4,11,0,101,0,-0.7841589753901606,0.9124962069092809
12657.0,1152.06,56,654,2011,9,22,3,265,1,-0.049985531776458175,-0.36193730610698976
12658.0,686.05,36,320,2011,11,21,0,325,1,0.37720306680664384,-0.7549625612206277
12659.0,91.68,5,105,2011,11,10,3,314,1,0.5792564419657298,-0.9931992666976999
12660.0,245.1,13,127,2011,11,28,0,332,1,0.1622552957429667,-0.8000981115239958
12662.0,3817.08,232,2040,2010,12,1,2,335,3,2.6763524606788707,-0.8078775535212935
12664.0,4863.88,38,1202,2011,1,21,4,21,0,-1.8126606889571255,1.2604167088542377
12665.0,61.75,4,36,2011,1,12,2,12,0,-1.9174497722876191,0.7357156674590439
12666.0,-227.44,2,-56,2010,12,15,2,349,3,1.8090904899986775,-1.5987288700349211
12667.0,620.13,33,395,2011,10,12,2,285,1,0.35048531219506535,-0.6760562932037022
12668.0,3743.18,168,1595,2010,12,19,6,353,3,2.1906566318225638,-0.9317186375668237
12669.0,1607.73,102,1114,2011,3,28,0,87,0,-1.5785897152263062,0.9188844690304993
12670.0,2986.15,94,1391,2011,4,21,3,111,0,-1.0893812339974982,0.756916777233671
12672.0,225.89999999999998,10,78,2011,1,14,4,14,0,-1.9329176786230577,0.735230260036818
12673.0,610.52,42,351,2011,1,17,0,17,0,-1.9624057134050399,0.9378255832477591
12674.0,1919.31,91,1102,2011,5,16,0,136,0,-0.8175631666841847,0.5044515810172557
12676.0,1331.39,45,670,2011,2,1,1,32,0,-1.2918392057823587,0.7374996427643941
12678.0,17588.26,167,10899,2010,12,21,1,355,3,3.2452589501964417,1.1760903971775085
12679.0,1058.67,56,530,2011,3,1,1,60,0,-1.065031662302112,0.5564295349512055
12680.0,862.81,52,443,2011,8,18,3,230,1,-0.23401245528780193,-0.2640159357434307
12681.0,13677.59,646,7518,2010,12,7,1,341,3,3.727427051067635,1.196200647647374
12682.0,12288.22,525,5575,2010,12,3,4,337,3,3.524758209909818,0.603789938251439
12683.0,8221.09,362,4903,2010,12,9,3,343,3,3.001234459732731,0.05397248388366292
12684.0,2283.63,105,1985,2011,5,10,1,130,0,-0.5853135959301852,0.5980148005614185
12685.0,2863.08,157,1523,2011,9,7,2,250,1,0.5199624452770163,-0.06034409322001555
12686.0,89.14,7,107,2010,12,3,4,337,3,2.1261422016479496,-1.6626408735343687
12688.0,4873.8099999999995,171,3028,2011,8,18,3,230,1,0.22088662381370516,0.4917873951852262
12689.0,1247.61,72,628,2011,8,4,3,216,1,0.134887819710286,-0.27130826659704016
12690.0,389.01,16,106,2011,5,18,2,138,0,-1.0558531290059376,0.1422595843370761
12691.0,1035.8,32,394,2010,12,17,4,351,3,1.8887621912987236,-1.4408620070482223
12693.0,830.96,41,250,2011,1,24,0,24,0,-2.1218649741779005,0.9820244795360249
12694.0,869.67,37,509,2011,6,9,3,160,0,-0.5286338987157078,0.007453853165660093
12695.0,582.1,27,220,2011,5,13,4,133,0,-0.899949172292764,0.11700421245497679
12697.0,939.02,43,499,2011,6,23,3,174,1,-0.8398789178102885,0.1064336504848317
12700.0,4867.99,270,2963,2011,5,8,6,128,0,-0.15726052707523006,1.0373044208833757
12701.0,797.71,53,678,2011,4,11,0,101,0,-1.0580579914425403,0.45959867313313846
12702.0,219.0,12,53,2011,11,20,6,324,1,0.38178898450222365,-0.9753683780986873
12703.0,274.7,22,161,2011,9,29,3,272,1,-0.3135012905730194,-0.48840860740418973
12704.0,2220.84,90,1003,2011,6,23,3,174,1,-0.7058750738487172,0.32455246917618197
12705.0,6814.24,348,3973,2010,12,17,4,351,3,2.6955428586517587,-0.13970864885156797
12707.0,603.42,33,256,2011,2,21,0,52,0,-1.8243048739446373,0.763948110250014
12708.0,2616.32,174,1270,2010,12,6,0,340,3,2.386674187575184,-1.000394202020935
12709.0,9294.1,257,3832,2010,12,8,2,342,3,2.8691333639567564,-0.15395144734244676
